"pair","source","target","excess_pool","excess_B","power_A","power_B","power_strictB","depth_B"
"Ductal/tumor epithelial -> Endothelial","Ductal/tumor epithelial","Endothelial",2645,2125,0.869010286391726,0.902406687221431,0.945376429251829,0.85823754789272
"Ductal/tumor epithelial -> Exocrine epithelial","Ductal/tumor epithelial","Exocrine epithelial",10181,7241,0.647828501001794,0.195516889858095,0.711344217367667,0.304182509505703
"Ductal/tumor epithelial -> Fibroblast / CAF","Ductal/tumor epithelial","Fibroblast / CAF",14309,8002,0.90765713012278,0.61907839529255,0.826653309334516,0.517724970783015
"Ductal/tumor epithelial -> Immune","Ductal/tumor epithelial","Immune",8477,3723,0.768161458065139,0.920299341018789,0.815639735492778,0.863304981773998
"Ductal/tumor epithelial -> Mural / pericyte","Ductal/tumor epithelial","Mural / pericyte",413,198,0.624248135770588,0.679149838364993,0.619553147957424,0.589285714285714
"Endocrine -> Ductal/tumor epithelial","Endocrine","Ductal/tumor epithelial",2113,423,0.449523455875562,0.574321178371667,0.551761387782199,0.356006031160998
"Endocrine -> Endothelial","Endocrine","Endothelial",3678,1622,0.154877764980494,0.533793071704322,0.541779637270057,0.569476082004556
"Endocrine -> Exocrine epithelial","Endocrine","Exocrine epithelial",5162,2084,0.683347577066981,0.109845957928292,0.112013634605907,0.164716028089195
"Endocrine -> Fibroblast / CAF","Endocrine","Fibroblast / CAF",2359,415,0.337978855266485,0.298757044388285,0.319969453321674,0.0992063492063492
"Endocrine -> Immune","Endocrine","Immune",946,476,0.300680792863053,0.636953154984963,0.637699743594248,0.487435008665511
"Endothelial -> Ductal/tumor epithelial","Endothelial","Ductal/tumor epithelial",4071,1976,0.950975355168871,0.847024375111176,0.960649185568502,0.393783748189122
"Endothelial -> Endocrine","Endothelial","Endocrine",535,194,0.170800908750598,0.110341598366581,0.11495371435225,0.0380952380952381
"Endothelial -> Exocrine epithelial","Endothelial","Exocrine epithelial",6434,4267,0.276840238596817,0.17263033595314,0.179856479061092,0.168580683156655
"Endothelial -> Fibroblast / CAF","Endothelial","Fibroblast / CAF",7187,3448,0.443338178881233,0.57713813026146,0.849713074456255,0.3207714475726
"Endothelial -> Immune","Endothelial","Immune",2548,1385,0.632750767221491,0.69569385979773,0.763161954928323,0.583547557840617
"Endothelial -> Mural / pericyte","Endothelial","Mural / pericyte",803,443,0.0911817806157085,0.149300558555142,0.122288777918797,0.361271676300578
"Exocrine epithelial -> Ductal/tumor epithelial","Exocrine epithelial","Ductal/tumor epithelial",362132,26197,0.470758949470237,0.719596384425003,NA,0.0662356672359112
"Exocrine epithelial -> Endocrine","Exocrine epithelial","Endocrine",6086,1923,0.00259745107049136,0.223376570118324,0.00439181023413882,0.110246433203632
