n_ctrl_in_cells,cells_multi,nn_dist_ctrl_median,nn_dist_null_median,dispersion_ratio,z_absdev_ctrl,z_absdev_null,nucleus_overlap_ctrl,nucleus_overlap_all
821,18,2.0723691863556084,5.534733915782226,0.3744297770930366,0.2736449864342109,0.18251379054416178,0.7161997563946407,0.427718178908846
