"vote","power_A","power_B","depth_B","false_removal"
0.05,0.80201677001696,0.987340815112668,0.987305756182972,0.137850686950815
0.1,0.80201677001696,0.987340815112668,0.987305756182972,0.137850686950815
0.2,0.770922106797508,0.975286991330616,0.983953076582559,0.0907486007441805
0.3,0.751199627624635,0.960697032483115,0.974051896207585,0.0751116763283193
0.5,0.694055223646635,0.881440791120038,0.963813034009047,0.0564797042618021
0.7,0.659700791869466,0.838503964638702,0.77027027027027,0.046780644620211
1,0.208039034205439,0.350311739542076,0.214879852125693,0.0244847756967478
