target,source,gene,retained_molecules,log_fold_per_neighbor,z,dispersion,owner
Ductal/tumor epithelial,Mural / pericyte,C20orf85,337.0,-0.10868734335478378,-0.4274798921079509,1.3075408751468112,Ductal/tumor epithelial
Ductal/tumor epithelial,Endocrine,CD1A,233.0949381632453,-0.901287350517862,-1.0202350934324675,1.0210431528457513,Mural / pericyte
Ductal/tumor epithelial,Endothelial,CD1A,233.0949381632453,0.052233033226398634,0.48069619161556887,1.0210431528457513,Mural / pericyte
Ductal/tumor epithelial,Exocrine epithelial,CD1A,233.0949381632453,-0.0829506099112853,-1.6629215825592263,1.0210431528457513,Mural / pericyte
Ductal/tumor epithelial,Fibroblast / CAF,CD1A,233.0949381632453,-0.07433777896876188,-1.5263683001835762,1.0210431528457513,Mural / pericyte
Ductal/tumor epithelial,Immune,CD1A,233.0949381632453,0.1285816803402536,2.2489697448620998,1.0210431528457513,Mural / pericyte
Ductal/tumor epithelial,Mural / pericyte,CD1A,233.0949381632453,0.33027270320395946,1.6652785456409427,1.0210431528457513,Mural / pericyte
Ductal/tumor epithelial,Endocrine,TAT,153.0,0.2512985856045482,1.2016088293765297,1.066829506668235,Ductal/tumor epithelial
Ductal/tumor epithelial,Endothelial,TAT,153.0,0.16035212119001319,1.4753710287271702,1.066829506668235,Ductal/tumor epithelial
Ductal/tumor epithelial,Exocrine epithelial,TAT,153.0,0.15825600915717,3.1039864808283477,1.066829506668235,Ductal/tumor epithelial
Ductal/tumor epithelial,Fibroblast / CAF,TAT,153.0,-0.06951080652679542,-1.0657823470764327,1.066829506668235,Ductal/tumor epithelial
Ductal/tumor epithelial,Immune,TAT,153.0,0.06473931153316617,0.8748503029899296,1.066829506668235,Ductal/tumor epithelial
Ductal/tumor epithelial,Mural / pericyte,TAT,153.0,-0.169519384566108,-0.4799212390282565,1.066829506668235,Ductal/tumor epithelial
Ductal/tumor epithelial,Endocrine,CD274,248.51826427993933,0.2887490736887926,1.7476365990568088,1.0977171845680336,Immune
Ductal/tumor epithelial,Endothelial,CD274,248.51826427993933,0.11335415840115323,1.2516528314363273,1.0977171845680336,Immune
Ductal/tumor epithelial,Exocrine epithelial,CD274,248.51826427993933,0.0793926974932326,1.8981070526341708,1.0977171845680336,Immune
Ductal/tumor epithelial,Fibroblast / CAF,CD274,248.51826427993933,-0.14468377902917567,-2.7733960699722533,1.0977171845680336,Immune
Ductal/tumor epithelial,Immune,CD274,248.51826427993933,0.29888637721085975,5.861607120642203,1.0977171845680336,Immune
Ductal/tumor epithelial,Mural / pericyte,CD274,248.51826427993933,0.31121167509430914,1.5784466488012052,1.0977171845680336,Immune
Ductal/tumor epithelial,Endocrine,HIGD1B,278.92223609027207,0.30157796092755146,1.810716816047531,1.0,Endothelial
Ductal/tumor epithelial,Endothelial,HIGD1B,278.92223609027207,-0.18253736817004035,-1.5153414471663207,1.0,Endothelial
Ductal/tumor epithelial,Exocrine epithelial,HIGD1B,278.92223609027207,0.008621981892273244,0.20239992952715483,1.0,Endothelial
Ductal/tumor epithelial,Fibroblast / CAF,HIGD1B,278.92223609027207,-0.01870675492677916,-0.427735595509878,1.0,Endothelial
Ductal/tumor epithelial,Immune,HIGD1B,278.92223609027207,-0.03226806027859345,-0.5542131183343189,1.0,Endothelial
Ductal/tumor epithelial,Mural / pericyte,HIGD1B,278.92223609027207,0.09099664673136584,0.41749281331209726,1.0,Endothelial
Ductal/tumor epithelial,Endocrine,FOXJ1,4492.0,-0.9670073384480288,-2.073482453798601,1.3828592699795692,Ductal/tumor epithelial
Ductal/tumor epithelial,Endothelial,FOXJ1,4492.0,-0.35224901002351106,-5.402101291454923,1.3828592699795692,Ductal/tumor epithelial
Ductal/tumor epithelial,Exocrine epithelial,FOXJ1,4492.0,-0.7870466410658303,-18.735004735272934,1.3828592699795692,Ductal/tumor epithelial
Ductal/tumor epithelial,Fibroblast / CAF,FOXJ1,4492.0,-0.15897919309556305,-11.715100207586845,1.3828592699795692,Ductal/tumor epithelial
Ductal/tumor epithelial,Immune,FOXJ1,4492.0,-0.09468663285256167,-4.736937992536955,1.3828592699795692,Ductal/tumor epithelial
Ductal/tumor epithelial,Mural / pericyte,FOXJ1,4492.0,-0.06349292503968115,-0.8471844240803917,1.3828592699795692,Ductal/tumor epithelial
Ductal/tumor epithelial,Endocrine,COL17A1,16134.0,-0.7558210140619053,-1.831313610524729,3.850509587016445,Ductal/tumor epithelial
Ductal/tumor epithelial,Endothelial,COL17A1,16134.0,-0.8656840184709732,-8.652006530614816,3.850509587016445,Ductal/tumor epithelial
Ductal/tumor epithelial,Exocrine epithelial,COL17A1,16134.0,-1.1699624238603228,-15.651810639147158,3.850509587016445,Ductal/tumor epithelial
Ductal/tumor epithelial,Fibroblast / CAF,COL17A1,16134.0,-0.1469244901088084,-12.31339701316649,3.850509587016445,Ductal/tumor epithelial
Ductal/tumor epithelial,Immune,COL17A1,16134.0,-0.16069454630813054,-8.482355075265078,3.850509587016445,Ductal/tumor epithelial
Ductal/tumor epithelial,Mural / pericyte,COL17A1,16134.0,0.06536477625326854,1.0346314457373476,3.850509587016445,Ductal/tumor epithelial
Ductal/tumor epithelial,Endocrine,DMBT1,14549.0,0.0025730755263035504,0.019936255130248576,5.135845612283419,Ductal/tumor epithelial
Ductal/tumor epithelial,Endothelial,DMBT1,14549.0,0.10488902135463297,2.67488298977623,5.135845612283419,Ductal/tumor epithelial
Ductal/tumor epithelial,Exocrine epithelial,DMBT1,14549.0,-0.5335079331825293,-21.124075460553385,5.135845612283419,Ductal/tumor epithelial
Ductal/tumor epithelial,Fibroblast / CAF,DMBT1,14549.0,-0.33788730945623074,-20.51376315092129,5.135845612283419,Ductal/tumor epithelial
Ductal/tumor epithelial,Immune,DMBT1,14549.0,0.04852839173926295,2.5763802826529933,5.135845612283419,Ductal/tumor epithelial
Ductal/tumor epithelial,Mural / pericyte,DMBT1,14549.0,-0.20961700384691662,-2.4326115763661442,5.135845612283419,Ductal/tumor epithelial
Ductal/tumor epithelial,Endocrine,ADH1C,942.0,0.24301142902114772,2.729525456723276,1.3616228830080601,Ductal/tumor epithelial
Ductal/tumor epithelial,Endothelial,ADH1C,942.0,0.13657096118104298,2.980891697166844,1.3616228830080601,Ductal/tumor epithelial
Ductal/tumor epithelial,Exocrine epithelial,ADH1C,942.0,0.30697218093826717,13.487399779191785,1.3616228830080601,Ductal/tumor epithelial
Ductal/tumor epithelial,Fibroblast / CAF,ADH1C,942.0,0.08297963079350994,2.927359192728346,1.3616228830080601,Ductal/tumor epithelial
Ductal/tumor epithelial,Immune,ADH1C,942.0,0.23439548201169288,7.938874157492673,1.3616228830080601,Ductal/tumor epithelial
Ductal/tumor epithelial,Mural / pericyte,ADH1C,942.0,0.4577484838026119,4.402270902065334,1.3616228830080601,Ductal/tumor epithelial
Ductal/tumor epithelial,Endocrine,PVALB,258.6500799934046,0.13155149239366956,0.6251626466438055,1.02568219619126,Mural / pericyte
Ductal/tumor epithelial,Endothelial,PVALB,258.6500799934046,-0.18117087465034662,-1.5494075067970816,1.02568219619126,Mural / pericyte
Ductal/tumor epithelial,Exocrine epithelial,PVALB,258.6500799934046,0.08290300873982304,2.004183691555764,1.02568219619126,Mural / pericyte
Ductal/tumor epithelial,Fibroblast / CAF,PVALB,258.6500799934046,-0.04464832375684431,-0.9543156803570909,1.02568219619126,Mural / pericyte
Ductal/tumor epithelial,Immune,PVALB,258.6500799934046,0.10510332071914527,1.9251376536963647,1.02568219619126,Mural / pericyte
Ductal/tumor epithelial,Mural / pericyte,PVALB,258.6500799934046,0.38523459019389744,2.0516591848748797,1.02568219619126,Mural / pericyte
Ductal/tumor epithelial,Endocrine,DNASE1L3,205.60187755194394,-0.2757687337024322,-0.6318506717114052,1.0,Immune
Ductal/tumor epithelial,Endothelial,DNASE1L3,205.60187755194394,0.07071983299748939,0.6585677701075384,1.0,Immune
Ductal/tumor epithelial,Exocrine epithelial,DNASE1L3,205.60187755194394,0.005106924500030988,0.10629450796073872,1.0,Immune
Ductal/tumor epithelial,Fibroblast / CAF,DNASE1L3,205.60187755194394,-0.0434132199123849,-0.845309768190807,1.0,Immune
Ductal/tumor epithelial,Immune,DNASE1L3,205.60187755194394,0.11652399959593199,1.9315309662430924,1.0,Immune
Ductal/tumor epithelial,Mural / pericyte,DNASE1L3,205.60187755194394,0.02833272265600585,0.11287476573677384,1.0,Immune
Ductal/tumor epithelial,Endocrine,OPRPN,293.32428074505015,-0.3374971076380894,-0.7704915456394059,1.047794050063912,Immune
Ductal/tumor epithelial,Endothelial,OPRPN,293.32428074505015,-0.1082886658533306,-0.9355129222060711,1.047794050063912,Immune
Ductal/tumor epithelial,Exocrine epithelial,OPRPN,293.32428074505015,-0.046653735318016386,-1.0738320228271512,1.047794050063912,Immune
