cls,gene,n,removal_prob
outplane,GATM,2,0.9999652400483399
inplane,TCIM,1,0.0
inplane,SMYD2,1,0.8581315371506008
inplane,AMY2A,2,0.9999816097629348
inplane,GATM,1,0.999963326193092
outplane,CFB,1,0.9037097480596846
outplane,CFTR,1,0.9998876955312763
outplane,GPC3,1,0.8966525765900528
outplane,GATM,1,0.9999634547221696
inplane,MET,1,0.6146881569910361
inplane,AMY2A,3,0.9999827827013198
inplane,GATM,1,0.9999656318123011
ambient,KLK11,1,0.9970632340939316
ambient,HAMP,1,0.9655986297091467
outplane,KLK11,1,0.9972648992298633
outplane,AMY2A,3,0.999982824363057
outplane,KCNK3,1,0.9882536766427736
inplane,VWA5A,1,0.8684877070677008
inplane,ACTG2,1,0.5814259442093186
inplane,HAVCR2,2,0.6575730240760529
inplane,TFPI,1,0.0
inplane,AMY2A,1,0.9999820773335305
inplane,CXCL6,1,0.9983684094398149
inplane,SFRP4,1,0.7117186143134645
inplane,EHF,1,0.9985929444816889
inplane,AMY2A,2,0.9999591146966194
inplane,GATM,1,0.9999196545490674
induction,AMY2A,21,0.9999832118079249
induction,GATM,30,0.9999664937608779
induction,AQP8,29,0.3288265170407628
ambient,CA4,1,0.916701407423631
ambient,AMY2A,1,0.9999807200860632
ambient,AQP8,2,0.6395783131611505
ambient,KLK11,1,0.9971484824913934
ambient,CA4,1,0.9251385374192644
ambient,UMOD,1,0.9576704398055375
ambient,CPA3,1,0.9360753016425895
induction,AMY2A,23,0.9999780679693988
induction,GATM,25,0.9999564258899609
induction,AQP8,32,0.23022363768806375
induction,AMY2A,27,0.9999786887131576
induction,GATM,24,0.9999576264523136
induction,AQP8,29,0.2532157059608383
outplane,IRF8,1,0.6236804618552856
outplane,PRDM1,1,0.2725232593173338
outplane,GHRL,1,0.9666788077171671
outplane,AMY2A,3,0.9999738790649993
outplane,AMY2A,3,0.9999829423710488
outplane,GATM,1,0.999965966135266
outplane,CFTR,1,0.9998787307326853
outplane,AMY2A,2,0.9999804610130766
outplane,GATM,1,0.9999610462208397
outplane,MDM2,1,0.930626561485857
outplane,CFTR,1,0.9998942269755544
outplane,C1orf162,1,0.8726399848331488
outplane,AMY2A,3,0.9999816593220014
inplane,PMP22,1,0.3287251274348928
inplane,AMY2A,2,0.9999833821827572
inplane,GATM,1,0.9999668252817709
ambient,RIDA,1,0.8290349600926411
ambient,KLK11,1,0.996687637490266
induction,AMY2A,27,0.9999836661383139
induction,GATM,27,0.9999673986974553
induction,AQP8,26,0.37864976293176933
ambient,DPEP1,2,0.9790028918136412
inplane,CRISPLD2,1,8.267608819778616e-12
inplane,AMY2A,2,0.9999820585175214
inplane,GATM,1,0.9999641789875406
outplane,MS4A6A,1,0.6773442728395576
outplane,ADAM28,1,0.7915303325938646
outplane,AMY2A,2,0.9999827881899976
outplane,GATM,1,0.9999656517855243
outplane,CRHBP,1,0.15245642018056504
outplane,GATM,3,0.9999579996798097
outplane,AQP8,1,0.6960745117984038
induction,AMY2A,20,0.9999714937335161
induction,GATM,21,0.9999436541551522
induction,AQP8,23,0.3077217758159755
induction,AMY2A,21,0.9999805176180024
induction,GATM,22,0.9999612355357526
induction,AQP8,37,0.2362674136821307
inplane,FBN1,1,0.015105238832592516
inplane,MDM2,1,0.7482730193090933
inplane,CYP2A7,1,0.7174331599011536
inplane,AMY2A,4,0.9999780727173319
ambient,CFTR,1,0.9998637868798341
ambient,AQP3,1,0.8757071365811872
ambient,DPEP1,1,0.980435041282275
ambient,COCH,1,0.8174074466395354
ambient,GATM,1,0.9999624359580672
ambient,GLYATL1,1,0.7733439146709665
ambient,RIDA,1,0.9525161057407837
ambient,GATM,1,0.9999668707093239
inplane,ECSCR,1,0.0
inplane,AMY2A,1,0.9999522811472322
inplane,KCNK3,1,0.9765599757986585
inplane,HAMP,1,0.8230053220614771
inplane,GATM,1,0.9998968803764533
induction,AMY2A,29,0.9999830030801137
induction,GATM,24,0.9999660881471645
induction,AQP8,27,0.25903884213746387
ambient,RIDA,1,0.9062271047990651
ambient,PROX1,1,0.9312714206078326
ambient,KLK11,1,0.9967773011388115
ambient,CA4,1,0.871012934841849
ambient,KCNK3,1,0.9801865222415752
ambient,AQP8,1,0.5598731703011658
inplane,MMRN2,1,0.0
inplane,TCIM,1,0.0
inplane,CFTR,1,0.9998899787678942
inplane,GATM,1,0.9999636395412651
outplane,CFTR,1,0.9998915637460601
outplane,SNCA,1,0.41954779881501325
outplane,FXYD2,1,0.9829547979240696
outplane,PROX1,1,0.9423528129670374
ambient,KLK11,1,0.9973183850435937
ambient,CPA3,1,0.9573829642571547
outplane,AMY2A,4,0.9999810696852104
outplane,TCIM,1,0.0
outplane,CLEC14A,1,0.0
outplane,BAMBI,1,0.788573791353151
outplane,AMY2A,1,0.9999814839203597
inplane,MMRN2,2,0.0
inplane,AMY2A,4,0.9999810730875102
induction,AMY2A,19,0.9999822688732579
induction,GATM,31,0.9999646199616997
induction,AQP8,30,0.2335600884578453
inplane,PCNA,1,0.6997085044041519
inplane,CFB,1,0.9418753710186433
inplane,CFTR,1,0.9998979396195938
inplane,ERBB2,1,0.9606994031331907
induction,AMY2A,24,0.9999802676341772
induction,GATM,22,0.9999607095985436
induction,AQP8,34,0.20279957424020056
ambient,GLYATL1,2,0.7114277914529014
inplane,AMY2A,3,0.999973511904647
inplane,GATM,1,0.9999474262770662
outplane,AMY2A,4,0.9999815871271123
ambient,FKBP11,1,0.9734960753191255
ambient,KLK11,1,0.9965963477754474
induction,AMY2A,25,0.9999808300420188
induction,GATM,22,0.9999617841362156
induction,AQP8,33,0.2393523745018459
outplane,CFTR,1,0.999883629051662
outplane,AMY2A,1,0.9999810560925837
outplane,CD8A,1,0.5608050212853424
outplane,CXCL6,1,0.9980202949808398
outplane,GATM,2,0.9999622549797825
ambient,RIDA,1,0.9390160686666327
ambient,GATM,1,0.9999665197014472
inplane,TENT5C,1,0.9978563961598352
inplane,AMY2A,1,0.9999824970476696
inplane,FXYD2,1,0.9821417431972284
inplane,GATM,1,0.9999650653412699
inplane,TCIM,1,0.0
inplane,MYC,1,0.7247880867334495
inplane,CFTR,1,0.999878182517556
inplane,AMY2A,2,0.9999797257252875
induction,AMY2A,21,0.9999813146612004
induction,GATM,28,0.9999627678323921
induction,AQP8,31,0.25719709797828194
induction,AMY2A,22,0.9999834028985883
induction,GATM,32,0.999966865218726
induction,AQP8,26,0.37322747596663886
outplane,ANPEP,1,0.9997134291564039
outplane,TENT5C,1,0.9978242558126217
outplane,AMY2A,1,0.9999808067406946
outplane,GATM,2,0.9999617721676876
outplane,AQP8,1,0.5866137357712803
outplane,PDGFRB,1,0.22323353310050043
outplane,ASPN,1,0.35625672692185917
outplane,TBX3,1,0.24125811086590498
outplane,EHF,1,0.9987961425678746
outplane,AMY2A,1,0.9999815038556886
ambient,FKBP11,1,0.9462373251803686
ambient,UMOD,1,0.9110328572604133
ambient,CPA3,1,0.8718818067607459
ambient,GLYATL1,1,0.6734412529154048
outplane,MYH11,1,0.9956371078951953
outplane,AMY2A,2,0.9999828946049852
outplane,GATM,2,0.9999658518106914
induction,AMY2A,30,0.999982702769266
induction,GATM,24,0.999965482225781
induction,AQP8,26,0.32352954037896153
ambient,UMOD,1,0.9384767094559768
ambient,KLK11,1,0.9971452487425048
inplane,AMY2A,2,0.9999822932652076
inplane,HAMP,1,0.9306717488074847
inplane,GATM,1,0.999964656219571
outplane,MYC,1,0.8465276375641109
outplane,AMY2A,3,0.9999825006423261
inplane,NTN4,1,0.7875936094787306
inplane,TENT5C,1,0.9977828385322561
inplane,AMY2A,1,0.999982020248069
inplane,GATM,1,0.999964108949667
outplane,FKBP11,1,0.980885151758936
outplane,EPCAM,1,0.9995563980949508
outplane,MET,1,0.7552341012394718
outplane,AMY2A,2,0.9999797335481772
outplane,GATM,1,0.999959678900549
ambient,ANPEP,1,0.9997444506543148
ambient,AMY2A,1,0.9999826278120245
outplane,SRPX,1,0.27725622059365906
outplane,AMY2A,2,0.9999828204282815
outplane,GATM,1,0.9999657141653518
outplane,CD3D,1,0.8565809137592709
outplane,AMY2A,2,0.9999779549856065
outplane,GATM,1,0.9999561288721406
induction,AMY2A,30,0.9999815234017365
induction,GATM,25,0.9999631675488959
induction,AQP8,25,0.292821592191163
inplane,PCNA,1,0.7186114298570022
inplane,AMY2A,2,0.9999806861606055
inplane,AQP8,1,0.7625453214459533
induction,AMY2A,24,0.9999832835417172
induction,GATM,29,0.9999666335816938
induction,AQP8,27,0.2762637256424364
outplane,CLEC4E,1,0.8352715376998456
outplane,PPP1R1B,1,0.9913341002371215
outplane,AMY2A,1,0.9999819028230335
outplane,AQP8,1,0.713864321127683
inplane,CXCR4,1,0.06807803502456766
inplane,MYC,1,0.5735129803691592
inplane,C1orf162,2,0.6203637979460408
inplane,AMY2A,1,0.9999448016055718
induction,AMY2A,23,0.9999829130346898
induction,GATM,34,0.9999659019942219
induction,AQP8,23,0.3337902355981769
outplane,NTN4,1,0.9084418158850734
outplane,CFB,1,0.9343023677637254
outplane,KCNK3,1,0.9873316456542099
outplane,CXCL2,1,0.7960264631276284
ambient,HAMP,1,0.9577946260322796
ambient,AQP8,1,0.7238771201006463
ambient,FKBP11,1,0.9663775904748012
ambient,DIRAS3,1,0.9706910409906193
outplane,TIMP4,1,0.4143167361527188
outplane,AMY2A,2,0.9999834300321611
outplane,GATM,1,0.9999669275991216
outplane,AQP8,1,0.6611969022171719
induction,AMY2A,24,0.9999835326067072
induction,GATM,27,0.9999671338391666
induction,AQP8,29,0.32110298603484777
ambient,AMY2A,1,0.9999827882499696
ambient,KCNK3,1,0.9829145549464144
outplane,AMY2A,3,0.9999836529445835
outplane,CPA3,1,0.9364867473961351
inplane,AMY2A,3,0.9999832830257799
inplane,FXYD2,1,0.9868178707176578
inplane,SMYD2,1,0.7929058103746046
inplane,FKBP11,1,0.9511577564834764
inplane,AMY2A,2,0.9999818911564613
inplane,AMY2A,2,0.9999509010657779
inplane,GATM,1,0.999903893020774
inplane,AQP8,1,0.7221790936765494
outplane,FKBP11,1,0.8487678929828795
outplane,MYC,1,0.5447079886543449
outplane,ANPEP,1,0.9992665918209603
outplane,RND1,1,0.21318034470037417
outplane,AMY2A,2,0.9999535358691897
outplane,GPC3,1,0.6398894468545238
outplane,GATM,1,0.9999090221598774
outplane,SEMA3C,1,0.8134254532455653
outplane,CFTR,1,0.9997414599013567
outplane,AMY2A,3,0.9999529749214289
outplane,AMY2A,2,0.9999460991778354
outplane,FXYD2,2,0.9295446206692852
outplane,AMY2A,4,0.9999570904701869
outplane,GATM,1,0.9999156814992558
outplane,FKBP11,1,0.8391283412659151
outplane,CFTR,1,0.9997257678234912
outplane,AMY2A,1,0.9999581649600031
outplane,CPA3,1,0.7079673283313132
outplane,GATM,1,0.9999177976696801
ambient,RIDA,1,0.6054831513846787
ambient,AQP3,1,0.7255204162996691
inplane,CFTR,2,0.9997188205985028
inplane,TM4SF4,1,0.9924783062097677
inplane,GATM,1,0.9999071842242494
induction,AMY2A,19,0.9999616421344881
induction,GATM,12,0.9999246628437964
induction,AQP8,17,0.39651658302664194
outplane,PDGFRA,1,0.858405396470649
outplane,AMY2A,1,0.9999457567742748
outplane,C7,1,0.6837907917286864
outplane,GATM,1,0.9998937350019687
induction,AMY2A,9,0.9999581115536643
induction,GATM,10,0.9999180576087932
induction,AQP8,13,0.45456248798564747
outplane,AMY2A,4,0.9999540811995784
outplane,AQP8,1,0.7342025073722334
outplane,GCG,1,0.9973360582219906
outplane,SFRP4,1,0.9158146790476174
outplane,CFTR,2,0.9997292915504649
outplane,AMY2A,1,0.9999572900699427
outplane,PROX1,1,0.7190877367561637
induction,AMY2A,31,0.9999707651317384
induction,GATM,15,0.9999422748380284
induction,AQP8,18,0.3637330558786491
ambient,KCNK3,1,0.9413116969416595
ambient,AQP3,1,0.799180610721957
inplane,PMP22,1,0.2209544648338253
inplane,MYC,1,0.6059570939732617
inplane,AMY2A,4,0.9999739418681675
induction,AMY2A,11,0.9999587722136696
induction,GATM,10,0.9999193344943496
induction,AQP8,11,0.5149619915557958
inplane,MDM2,1,0.772763513132597
inplane,CFTR,1,0.9998049854016479
inplane,AMY2A,1,0.9999586218991684
inplane,GATM,1,0.9999186922684432
outplane,FGL2,1,0.6238473535952889
outplane,PTPRC,1,0.9977136549372071
outplane,AMY2A,2,0.9999570861064268
ambient,AQP3,1,0.6709485301701277
ambient,GLYATL1,1,0.3194097917759836
outplane,CFTR,1,0.9998641584147108
outplane,AMY2A,2,0.9999786154593208
outplane,GATM,2,0.9999574268556651
induction,AMY2A,33,0.9999827028558907
induction,GATM,28,0.99996548393054
induction,AQP8,19,0.38037344213590274
inplane,KRT7,1,0.9900183557846248
inplane,AMY2A,5,0.9999825289641183
inplane,GATM,1,0.9999651440463948
outplane,TENT5C,1,0.9972626471014661
outplane,AMY2A,4,0.9999744990296653
outplane,AQP8,1,0.6606460079144065
ambient,DPEP1,1,0.9786980240848994
ambient,PEBP4,1,0.7658116336502065
induction,AMY2A,20,0.9999798103940319
induction,GATM,32,0.999959803313571
induction,AQP8,28,0.28318319179641493
ambient,DPEP1,1,0.9691707952276322
ambient,CA4,1,0.8410985250091507
inplane,GDF15,2,0.8812437554451498
inplane,AMY2A,2,0.9999736763415501
inplane,GATM,1,0.9999476421735959
induction,AMY2A,24,0.9999822624903439
induction,GATM,26,0.9999646317046027
induction,AQP8,30,0.23991555161303124
inplane,AMY2A,1,0.999982691962489
inplane,KCNK3,1,0.9807713999308676
inplane,GATM,2,0.9999654530421463
induction,AMY2A,26,0.9999815807016725
induction,GATM,28,0.9999632444522912
induction,AQP8,26,0.33437787554255505
outplane,SMYD2,1,0.7811707658708182
outplane,ANPEP,1,0.9997418696015306
outplane,AMY2A,1,0.9999824027463089
outplane,AQP8,1,0.6055238261006008
induction,AMY2A,23,0.9999774108059089
induction,GATM,34,0.9999551825549666
induction,AQP8,23,0.3165976656204661
inplane,ANPEP,1,0.9996802674605159
inplane,AMY2A,3,0.9999784458883141
outplane,EPCAM,1,0.9992925166579177
outplane,ANPEP,1,0.9996155624578253
outplane,GPC3,1,0.7130105768119703
outplane,GATM,2,0.9999492211852846
ambient,UMOD,1,0.8958171284574803
ambient,AMY2A,1,0.9999820442189972
induction,AMY2A,27,0.9999823755657145
induction,GATM,26,0.9999648356364071
induction,AQP8,27,0.24829460719278185
inplane,AMY2A,1,0.9999825754657561
inplane,COCH,1,0.8499124305592568
inplane,GATM,2,0.9999652244549393
induction,AMY2A,28,0.9999831226905186
induction,GATM,28,0.9999663333635248
induction,AQP8,24,0.29512856270997245
inplane,AMY2A,2,0.9999795887697707
inplane,EGFR,1,0.8792831263992096
inplane,GATM,2,0.999959349985559
inplane,AQP8,1,0.5969585364418375
inplane,AMY2A,5,0.9999798719846493
inplane,KCNK3,1,0.9671226149920527
inplane,ANPEP,1,0.9996591826265852
inplane,ADAM28,1,0.8576116864951077
inplane,AMY2A,3,0.9999772344590082
inplane,GPC3,1,0.8928439574237909
inplane,GATM,1,0.9999547123035774
inplane,TCIM,1,0.0
inplane,CYTIP,1,0.919720253311551
inplane,AMY2A,3,0.9999704554072851
inplane,GATM,1,0.9999413768644398
ambient,FKBP11,1,0.9007700517206031
ambient,GATM,1,0.9999493658323263
ambient,ANPEP,1,0.9997073122038546
ambient,CA4,1,0.8662225302972559
ambient,CPA3,1,0.8296384987776294
ambient,KCNK3,1,0.9667488224672514
ambient,AMY2A,1,0.9999823582275658
ambient,PEBP4,1,0.7913284615011267
ambient,RIDA,1,0.8254951255153042
ambient,AQP3,1,0.8669675923223418
ambient,RIDA,1,0.8153847049346816
ambient,HAMP,1,0.8923722361542399
inplane,TENT5C,1,0.9980803125502852
inplane,AMY2A,2,0.999982280290677
inplane,GATM,1,0.9999645669984585
ambient,DPEP1,1,0.9797438485185116
ambient,PROX1,1,0.8947940353063912
outplane,CD79A,1,0.97323601767792
outplane,AMY2A,3,0.9999764160282085
outplane,GATM,1,0.9999531081492954
outplane,AQP8,1,0.608955841302669
outplane,APOLD1,1,0.0
outplane,CFTR,1,0.9998640813740632
outplane,AMY2A,2,0.9999744827881866
inplane,IGF1,1,0.6653726034397096
inplane,AMY2A,2,0.999971691296628
inplane,GATM,2,0.9999417991639231
inplane,CD1C,1,0.9423759208481475
inplane,AMY2A,1,0.9999795173497884
inplane,GATM,3,0.9999592077720428
induction,AMY2A,26,0.9999819872484618
induction,GATM,27,0.9999640535328486
induction,AQP8,27,0.27408637441487604
inplane,NTN4,1,0.8980022420339732
inplane,CFTR,1,0.9998826942462413
inplane,AMY2A,2,0.9999794173182797
induction,AMY2A,23,0.999977331151644
induction,GATM,32,0.9999549219805897
induction,AQP8,25,0.3173259591611618
inplane,EDN1,1,0.21867594119786138
inplane,ANPEP,1,0.9997405166518598
inplane,AMY2A,1,0.9999823544825754
inplane,INS,1,0.9972263532719315
ambient,FKBP11,1,0.9154744770733124
ambient,AQP3,1,0.8490785574744587
outplane,FKBP11,1,0.8696853080004661
outplane,SERPINB9,1,0.18916376779562094
outplane,TENT5C,1,0.9969083159929416
outplane,AMY2A,1,0.999973244015937
ambient,UMOD,1,0.8653907134718044
ambient,AMY2A,1,0.9999814330388338
induction,AMY2A,24,0.9999813457399518
induction,GATM,27,0.9999627886997364
induction,AQP8,29,0.2974330146200784
outplane,CD163,1,0.996121386515593
outplane,CD1E,1,0.7411035471863718
outplane,AMY2A,4,0.9999775267993781
ambient,FKBP11,1,0.9423168383287148
ambient,KLK11,1,0.9932054172158666
ambient,ANPEP,1,0.999693682346736
ambient,COCH,1,0.8419130903959008
induction,AMY2A,7,0.9999571081101222
induction,GATM,15,0.9999138938994709
induction,AQP8,10,0.5727659456604257
outplane,CD163,1,0.9911715199864933
outplane,CFTR,1,0.9997711231854551
outplane,CLIC6,1,0.7525970362382086
outplane,AMY2A,1,0.9999581618724599
inplane,FSTL3,1,0.7577288733067618
inplane,PROX1,1,0.7872221229174
inplane,CYP1A1,1,0.04677298996128776
inplane,DIRAS3,1,0.8745096475774893
outplane,AMY2A,3,0.9999812377988502
outplane,GATM,2,0.9999625489598271
induction,AMY2A,25,0.9999823162060418
induction,GATM,26,0.9999647097980002
induction,AQP8,29,0.27063316585755737
inplane,ANPEP,1,0.9996271340010701
inplane,AMY2A,1,0.9999742436907184
inplane,PROX1,1,0.8755062247821762
inplane,GATM,1,0.9999487637363256
ambient,ANPEP,1,0.999636312882867
ambient,COCH,1,0.7709390104468794
outplane,MYH11,2,0.9956998919436333
outplane,MET,1,0.307415988335937
outplane,AMY2A,1,0.9999771149611995
induction,AMY2A,24,0.9999795620098584
induction,GATM,29,0.999959315941223
induction,AQP8,27,0.26056481292832034
inplane,FCGR1A,1,0.549562598351929
inplane,TCIM,1,0.0
inplane,ACTG2,1,0.3671832968520743
inplane,AMY2A,1,0.9999762771982602
inplane,FKBP11,1,0.9018116684065645
inplane,CFTR,2,0.9998465274293743
inplane,TRAC,1,0.5532752973733674
inplane,AMY2A,1,0.9999754869448395
inplane,SMYD2,1,0.6664747377363558
inplane,AMY2A,3,0.9999793903478057
inplane,GATM,1,0.9999589180629362
inplane,PPP1R1B,1,0.9888569088242459
inplane,DPEP1,1,0.9891646557405516
inplane,CFTR,2,0.99989109190807
inplane,AMY2A,2,0.9999809398823926
inplane,SMYD2,1,0.6891820795788735
inplane,AMY2A,3,0.9999810526875912
inplane,AQP8,1,0.711163303648912
ambient,DIRAS3,1,0.9673246957570627
ambient,GLYATL1,1,0.7190540546394233
inplane,GATM,2,0.9999645597177451
inplane,AQP8,3,0.583144724843722
induction,AMY2A,36,0.9999822350808958
induction,GATM,16,0.9999645555750604
induction,AQP8,28,0.2610825436145914
outplane,AMY2A,2,0.9999821697729161
outplane,GATM,1,0.9999644171481669
outplane,AQP8,1,0.599864972208979
induction,AMY2A,27,0.9999829627383383
induction,GATM,21,0.9999660121609087
induction,AQP8,32,0.2167741755891598
inplane,CFTR,2,0.9998720178465695
inplane,AMY2A,2,0.9999788135720905
inplane,GATM,1,0.9999578167906981
inplane,CFTR,1,0.9998618235570214
inplane,EHF,1,0.9984451546414695
inplane,AMY2A,3,0.9999775800742227
inplane,EPCAM,1,0.9993672802194514
inplane,AMY2A,2,0.9999775974633288
inplane,GATM,1,0.9999554406664751
outplane,EHF,1,0.9986533841798576
outplane,AMY2A,1,0.9999825644796252
outplane,GATM,1,0.9999652063457634
outplane,AQP8,1,0.5403422163177043
outplane,BASP1,1,0.04210008562278322
outplane,TCIM,1,0.0
outplane,AMY2A,1,0.9999815185917559
outplane,FXYD2,1,0.9671230074554473
outplane,APCDD1,1,0.1917367742395797
outplane,CFTR,1,0.9998805818097727
outplane,AMY2A,1,0.9999809535776234
outplane,GATM,1,0.9999619848386242
inplane,FBLN1,1,0.8710218678401724
inplane,FSTL3,1,0.8488482106525866
inplane,STC1,1,0.0
inplane,MALL,1,0.05184384890923821
inplane,AMY2A,2,0.9999699470896696
inplane,ESR1,1,0.8010493012406901
inplane,MDM2,1,0.5724714934926035
inplane,CFTR,1,0.9998911287520743
inplane,TFPI,1,0.0
inplane,AMY2A,1,0.999982382610506
induction,AMY2A,24,0.9999824607120655
induction,GATM,24,0.9999650054508264
induction,AQP8,32,0.2046845581139194
ambient,DIRAS3,1,0.9438930945228003
ambient,PEBP4,1,0.7588739462930907
induction,AMY2A,23,0.9999780684270551
induction,GATM,25,0.9999563997061671
induction,AQP8,32,0.20278883403201353
induction,AMY2A,34,0.999982801242005
induction,GATM,22,0.9999656900069293
induction,AQP8,24,0.2736828763310597
ambient,CPA3,1,0.7467736155801196
ambient,GLYATL1,1,0.5012300108725951
outplane,SMYD2,1,0.7729712438829366
outplane,FKBP11,1,0.9467467206431301
outplane,CFTR,1,0.9998887080263507
outplane,AMY2A,1,0.9999820031081837
outplane,PROX1,1,0.9109115142873423
inplane,CFTR,1,0.9998806079230774
inplane,AMY2A,2,0.999980953272034
inplane,EGFR,1,0.7825111158750526
induction,AMY2A,23,0.9999775229693105
induction,GATM,31,0.9999553561742288
induction,AQP8,26,0.2623954290061573
induction,AMY2A,34,0.9999812810568913
induction,GATM,20,0.9999626939568274
induction,AQP8,26,0.2483371195889359
inplane,FSTL3,1,0.768100029608727
inplane,DST,1,0.46077182804312844
inplane,STC1,1,0.0
inplane,CFTR,2,0.9998891140357934
inplane,APCDD1,1,0.223681241490421
inplane,VCAN,1,0.9992580564976608
inplane,ASPN,1,0.24049938015278405
inplane,AMY2A,1,0.9999824764871345
