cls,molecules,mean_removal,frac_removed_over_half,mean_retention
ambient,800.0,0.8635881736573273,0.97625,0.13641182634267268
induction,30000.0,0.7582427937851416,0.6692666666666667,0.2417572062148584
inplane,1928.0,0.8218747202910763,0.8485477178423236,0.17812527970892367
outplane,1898.0,0.8421940114241049,0.8730242360379347,0.15780598857589512
