cls,molecules,mean_removal,frac_removed_over_half,mean_retention
ambient,800.0,0.8545253089039494,0.94375,0.1454746910960506
induction,11250.0,0.9999174976679711,1.0,8.250233202888868e-05
inplane,1928.0,0.8288072074325563,0.8443983402489627,0.17119279256744369
outplane,1898.0,0.8491514081447727,0.8640674394099052,0.15084859185522725
