pair,stratum,totals,rate,excess_rate,lam
epithelial -> endothelial,0,1469178.0,0.005745389598809675,0.0,0.0
epithelial -> endothelial,1,327484.0,0.008421785491810286,0.0026763958930006116,0.027849149176707468
epithelial -> endothelial,2,214203.0,0.010994243778098345,0.0052488541792886706,0.05461677901542096
epithelial -> endothelial,3,131253.0,0.013173032235453666,0.007427642636643992,0.07728809043540258
epithelial -> endothelial,4,80030.0,0.014394602024240909,0.008649212425431235,0.0899990945759575
epithelial -> endothelial,5,39891.0,0.01642996379838485,0.010684574199575175,0.11117798437508694
epithelial -> endothelial,6,21156.0,0.01642996379838485,0.010684574199575175,0.11117798437508694
epithelial -> endothelial,7,12582.0,0.016447168780724646,0.01070177918191497,0.1113570102512724
epithelial -> endothelial,8,3638.0,0.016447168780724646,0.01070177918191497,0.1113570102512724
epithelial -> endothelial,9,257.0,0.016447168780724646,0.01070177918191497,0.1113570102512724
fibroblast -> endothelial,0,378823.0,0.019777046272269633,0.0,0.0
fibroblast -> endothelial,1,532322.0,0.02350269197966644,0.0037256457073968074,0.01816730804034862
fibroblast -> endothelial,2,440078.0,0.02511600216325288,0.005338955890983245,0.026034267319824878
fibroblast -> endothelial,3,343085.0,0.028328256845971116,0.008551210573701482,0.04169813471578578
fibroblast -> endothelial,4,226658.0,0.029087876889410478,0.009310830617140844,0.04540225808301504
fibroblast -> endothelial,5,140367.0,0.03294221576296423,0.013165169490694597,0.06419711060179303
fibroblast -> endothelial,6,87265.0,0.03520311694264596,0.015426070670376327,0.07522190775266471
fibroblast -> endothelial,7,58251.0,0.03664820714575894,0.01687116087348931,0.08226857856570541
fibroblast -> endothelial,8,35287.0,0.03664820714575894,0.01687116087348931,0.08226857856570541
fibroblast -> endothelial,9,25142.0,0.04207072548304776,0.022293679210778124,0.10871032013881862
fibroblast -> endothelial,10,15912.0,0.04207072548304776,0.022293679210778124,0.10871032013881862
fibroblast -> endothelial,11,9039.0,0.04207072548304776,0.022293679210778124,0.10871032013881862
fibroblast -> endothelial,12,4767.0,0.04207072548304776,0.022293679210778124,0.10871032013881862
fibroblast -> endothelial,13,870.0,0.051195814648729444,0.03141876837645981,0.1532068500797775
fibroblast -> endothelial,14,1726.0,0.051195814648729444,0.03141876837645981,0.1532068500797775
fibroblast -> endothelial,15,80.0,0.051195814648729444,0.03141876837645981,0.1532068500797775
immune other -> endothelial,0,40975.0,0.005710799267846248,0.0,0.0
immune other -> endothelial,1,63268.0,0.007981918189290005,0.002271118921443757,0.017646883763625047
immune other -> endothelial,2,103957.0,0.010075760333620518,0.00436496106577427,0.033916304352526176
immune other -> endothelial,3,143270.0,0.010075760333620518,0.00436496106577427,0.033916304352526176
immune other -> endothelial,4,203705.0,0.011300655359465894,0.005589856091619647,0.04343389497256943
immune other -> endothelial,5,249362.0,0.013406212654694782,0.007695413386848534,0.05979434377854231
