target,source,gene,owner,retained_molecules,log_fold_per_neighbor,z,dispersion,removed_frac,psi_share_e4,hit,z_raw,lfc_raw,hit_raw,clean,sign_consistent
Fibroblast / CAF,Exocrine epithelial,PTN,Mural / pericyte,1533.8328725097274,0.1679509757313223,8.554187396961423,1.1790921512278405,0.1122380525348845,3.770238144941618,True,4.710276880479049,0.08859798916279066,False,False,True
Fibroblast / CAF,Endocrine,ALDH1A3,Fibroblast / CAF,1855.0,0.239358055040832,6.176934776701473,1.2796979152852244,0.0,0.0,True,5.898629264004754,0.21981218109454181,False,True,True
Fibroblast / CAF,Endothelial,ALDH1A3,Fibroblast / CAF,1855.0,0.1514642435141203,7.010490890946226,1.2796979152852244,0.0,0.0,True,6.475288287312677,0.13641453414057295,True,True,True
Fibroblast / CAF,Exocrine epithelial,ALDH1A3,Fibroblast / CAF,1855.0,0.4003342858315017,24.96795645106497,1.2796979152852244,0.0,0.0,True,18.922718359370567,0.2943673141800633,True,True,True
Fibroblast / CAF,Immune,ALDH1A3,Fibroblast / CAF,1855.0,0.1232413469128171,6.166999804954058,1.2796979152852244,0.0,0.0,True,4.293622763127905,0.08364782556826894,False,True,True
Fibroblast / CAF,Exocrine epithelial,CD163,Immune,1072.382613448315,0.2072034524395945,10.14188048049488,1.0,0.7266987053754803,9.349684527220992,True,8.824686858267727,0.13456775789787861,True,False,True
Fibroblast / CAF,Immune,CD163,Immune,1072.382613448315,-0.2784888303657777,-12.00750304926871,1.0,0.7266987053754803,162.1245275512234,True,13.550166453797186,0.2259868821944944,True,False,False
Fibroblast / CAF,Endothelial,GEM,Fibroblast / CAF,12494.0,0.0770617665317249,8.263271766775269,1.5490902362247845,0.0,0.0,True,6.496066697550993,0.06060282522176113,True,True,True
Fibroblast / CAF,Mural / pericyte,GEM,Fibroblast / CAF,12494.0,0.1125086822000794,7.379510356415376,1.5490902362247845,0.0,0.0,True,5.855321244395019,0.08802692082087815,False,True,True
Fibroblast / CAF,Ductal/tumor epithelial,C5orf46,Ductal/tumor epithelial,1528.5198211677837,0.2041461360253948,10.646383210320725,1.4805033494244173,0.0718434751131823,22.52468273617197,True,11.000286365420804,0.20655394577230746,True,False,True
Fibroblast / CAF,Exocrine epithelial,C5orf46,Ductal/tumor epithelial,1528.5198211677837,-0.5393988013966758,-9.43640575460032,1.4805033494244173,0.0718434751131823,2.656879229656845,True,-11.576413412107177,-0.6149537498582599,True,True,True
Fibroblast / CAF,Endothelial,MAMDC2,Mural / pericyte,857.7978966900425,0.2022267051414572,7.525321083887765,1.0,0.2323538502541252,7.103735854685979,True,7.01775842481457,0.18031183855756933,True,False,True
Fibroblast / CAF,Exocrine epithelial,MAMDC2,Mural / pericyte,857.7978966900425,0.2852378185553834,12.50123855214878,1.0,0.2323538502541252,3.0996924345996524,True,9.904021916128864,0.21499812758451603,True,False,True
Fibroblast / CAF,Endothelial,STEAP4,Endothelial,894.4492528223684,0.4768552916628913,18.986665818318084,1.1347565940743678,0.3232767447833474,59.74241853790909,True,13.208492747348522,0.3247355828248644,True,False,True
Fibroblast / CAF,Exocrine epithelial,STEAP4,Endothelial,894.4492528223684,0.4873832051906574,22.648981440540783,1.1347565940743678,0.3232767447833474,8.413450893913343,True,20.559859645793626,0.4032958755120011,True,False,True
Fibroblast / CAF,Endothelial,RGS16,Fibroblast / CAF,3946.0,-0.2844664653103693,-11.74264343954624,1.6125429724592764,0.0,0.0,True,-12.307367470358598,-0.2984128969918471,True,True,True
Fibroblast / CAF,Exocrine epithelial,RGS16,Fibroblast / CAF,3946.0,-0.2650228404165636,-9.869111962188612,1.6125429724592764,0.0,0.0,True,-13.567678985659935,-0.3573966932057559,True,True,True
Fibroblast / CAF,Ductal/tumor epithelial,TBX3,Mural / pericyte,1863.4620917089944,0.1746532627667367,11.570775935787456,1.0524226111067432,0.0927167907845216,8.722132636362002,True,11.628086483127824,0.17275561890089888,True,True,True
Fibroblast / CAF,Immune,MPEG1,Immune,806.0679790250165,-0.2005311512728629,-7.620011886293745,1.0,0.6773203178995908,91.18939544640756,True,10.782282440252292,0.2064167650173582,True,False,False
Fibroblast / CAF,Exocrine epithelial,RTKN2,Ductal/tumor epithelial,1151.429503921276,-0.2453186566513299,-6.250590048042315,1.1659091660745282,0.1839738234006205,1.6826901787826685,True,-8.96422105885791,-0.313216129917997,True,False,True
Fibroblast / CAF,Ductal/tumor epithelial,CD69,Immune,628.8024511252347,-0.227340100668529,-7.036981048653573,1.0,0.5553196260531243,1.7384319343951755,True,-9.283875663705297,-0.26827453535141527,True,False,True
Fibroblast / CAF,Exocrine epithelial,C1orf162,Immune,1266.4315558950666,0.1391201010066857,6.850080132784863,1.0,0.6771544368731021,15.991882601363104,True,8.267710189546293,0.11748389989929596,True,False,True
Fibroblast / CAF,Immune,C1orf162,Immune,1266.4315558950666,-0.1919285325036197,-9.12663706238536,1.0,0.6771544368731021,144.08557426261822,True,13.331706221353214,0.20645483719452026,True,False,False
Fibroblast / CAF,Ductal/tumor epithelial,LIF,Ductal/tumor epithelial,2218.815674946437,-0.1607509066300521,-8.320223356530304,1.3115485344327342,0.1103751903522093,51.67339060167728,True,-4.759959112654463,-0.08500475696842179,False,False,True
Fibroblast / CAF,Mural / pericyte,LIF,Ductal/tumor epithelial,2218.815674946437,0.248258896628996,9.008537515501873,1.3115485344327342,0.1103751903522093,10.128527521654092,True,7.638600777209541,0.21535376375821444,True,False,True
Fibroblast / CAF,Ductal/tumor epithelial,DPT,Fibroblast / CAF,2083.0,-0.241349910822368,-11.734049483661304,1.308801658077252,0.0,0.0,True,-12.773329334247753,-0.25365995896482463,True,True,True
Fibroblast / CAF,Exocrine epithelial,DPT,Fibroblast / CAF,2083.0,0.4110782123130512,25.7219208124866,1.308801658077252,0.0,0.0,True,20.027550737593177,0.30717089155984373,True,True,True
Fibroblast / CAF,Immune,DPT,Fibroblast / CAF,2083.0,0.1446791576779224,7.539470818181968,1.308801658077252,0.0,0.0,True,5.598720057936432,0.10359701550698021,False,True,True
Fibroblast / CAF,Exocrine epithelial,TIMP4,Mural / pericyte,958.8729594637208,0.2576898845336249,11.010027884279827,1.1864500844992787,0.1574963938235344,1.9104226841818264,True,7.496297210557953,0.17221994209861752,True,False,True
