cls,gene,n,removal_prob
inplane,PPP1R1B,1,0.9675201979048365
inplane,AMY2A,2,0.9999736365954929
inplane,GATM,1,0.9999434911021752
inplane,FKBP11,1,0.9692474384160916
inplane,RIDA,1,0.9242818119459848
inplane,AMY2A,2,0.9999788406072999
ambient,FKBP11,1,0.9511296906032255
ambient,DIRAS3,1,0.9526565048460011
induction,CFTR,7,0.9998520203198978
induction,KLK11,3,0.2480887586319508
outplane,CLEC10A,1,0.38703660244778115
outplane,CFB,1,0.9194918796484445
outplane,AMY2A,3,0.9999722253938147
induction,ANPEP,4,0.9997478772959991
induction,CFTR,2,0.9998873737081737
induction,KLK11,4,0.1408758522236635
inplane,AMY2A,3,0.9999785638237312
inplane,GATM,2,0.9999546210351039
inplane,FGL2,1,0.7755119252876347
inplane,CXCR4,1,0.4515874916060586
inplane,ANPEP,1,0.9997615995714028
inplane,GATM,1,0.9999610483746523
outplane,CYP2A7,1,0.8029269166256932
outplane,CFTR,2,0.9998872611119888
outplane,AMY2A,1,0.9999804290329456
inplane,CFB,1,0.8116811451504863
inplane,MDM2,1,0.5622994043637091
inplane,EPCAM,1,0.9993273469990274
inplane,AMY2A,1,0.9999797615183148
induction,ANPEP,3,0.9997603177564992
induction,CFTR,3,0.9998945837989001
induction,KLK11,4,0.14853590901676406
inplane,DST,1,0.6446923595906084
inplane,CFTR,1,0.9998705493416947
inplane,PROX1,1,0.9313523912358092
inplane,GATM,1,0.9999506686878573
ambient,FKBP11,2,0.9647325696897152
ambient,KCNK3,1,0.9859945483422945
ambient,GLYATL1,1,0.7627884970439317
inplane,AMY2A,3,0.9999813574871959
inplane,GATM,1,0.999960688260038
inplane,CFTR,1,0.9998875260277077
inplane,AMY2A,2,0.9999781734036864
inplane,AQP8,1,0.9998097891818533
induction,ANPEP,1,0.9996751213562988
induction,CFTR,6,0.9998695129217605
induction,KLK11,3,0.20835079827815806
induction,ANPEP,3,0.9996360468332671
induction,CFTR,4,0.9998425254447775
induction,KLK11,3,0.2737830341645139
outplane,AMY2A,4,0.999980708570611
outplane,APOA5,1,0.4931302998112933
outplane,GATM,2,0.9999593112099319
outplane,INS,1,0.9974922130097518
induction,ANPEP,4,0.9996978402183111
induction,CFTR,3,0.9998700573922551
induction,KLK11,3,0.22368724966036202
induction,ANPEP,5,0.9997517232831182
induction,CFTR,3,0.999890811713621
induction,KLK11,2,0.2525186945282597
inplane,GPRC5A,1,0.9893548296442247
inplane,SLC4A1,1,0.27334065892484305
inplane,AMY2A,2,0.9999813423199393
ambient,CFTR,1,0.9998897261468608
ambient,UMOD,1,0.9240043469568069
outplane,TMC5,1,0.9931654192124243
outplane,CFTR,2,0.999891311328292
outplane,AMY2A,1,0.9999805673810391
ambient,GATM,1,0.9999620330597668
ambient,AQP3,1,0.9439485344690788
induction,ANPEP,1,0.999709322011112
induction,CFTR,1,0.999880455608415
induction,KLK11,8,0.09696171005583842
induction,ANPEP,4,0.9995624363844184
induction,CFTR,4,0.9998093792777116
induction,KLK11,2,0.2879691301072541
induction,ANPEP,5,0.99976420772665
induction,CFTR,4,0.9998960904862776
induction,KLK11,1,0.3139838582614689
inplane,VWA5A,1,0.8743208678122779
inplane,CFTR,2,0.9998932519341963
inplane,AMY2A,1,0.9999810535959924
inplane,AQP8,1,0.9998364886549213
inplane,CFB,1,0.9540439559515097
inplane,MYC,1,0.8610465446319915
inplane,AMY2A,3,0.9999769360800845
inplane,GATM,1,0.999950448272484
ambient,KLK11,1,0.37607456153824015
ambient,COCH,1,0.8766447615770178
ambient,AMY2A,1,0.9999791511082424
ambient,GLYATL1,1,0.7347286318603029
inplane,CFTR,1,0.9998776054180839
inplane,EDNRB,1,0.0
inplane,GATM,2,0.9999533502169479
induction,ANPEP,4,0.9997506480394287
induction,CFTR,2,0.9998931929451799
induction,KLK11,4,0.18982612857039416
inplane,CFTR,1,0.9998572364485941
